SaleLineID,InvoiceID,DateKey,ProductID,QuantitySold,UnitSellingPrice,DiscountAmount,TaxAmount,LineTotal,PaymentMethod
SL00018873,INV202507614,20250531,P000570,3,7.99,0,0,23.97,Credit
SL00018874,INV202507614,20250531,P000298,2,3.49,0,0.84,7.82,Credit
SL00018875,INV202507615,20250531,P000789,2,9.99,0,2.4,22.38,Credit
SL00018876,INV202507615,20250531,P000622,3,7.19,7.06,1.74,16.25,Credit
SL00018877,INV202507615,20250531,P000406,3,5.29,0,1.9,17.77,Credit
SL00018878,INV202507615,20250531,P000685,3,11.99,0,0,35.97,Credit
SL00018879,INV202507616,20250531,P000721,1,19.99,0,2.4,22.39,Credit
SL00018880,INV202507617,20250531,P000351,1,3.79,0,0.45,4.24,Debit
SL00018881,INV202507617,20250531,P000263,2,7.59,0,1.82,17,Debit
SL00018882,INV202507617,20250531,P000233,1,8.99,0,1.08,10.07,Debit
SL00018883,INV202507618,20250531,P000071,3,3.79,4.26,0,7.11,Debit
SL00018884,INV202507618,20250531,P000635,1,7.29,0,0.87,8.16,Debit
SL00018885,INV202507618,20250531,P000700,2,18.49,0,0,36.98,Debit
SL00018886,INV202507618,20250531,P000751,2,7.99,0,1.92,17.9,Debit
SL00018887,INV202507619,20250531,P000020,3,9.29,0,0,27.87,Debit
SL00018888,INV202507619,20250531,P000346,2,7.99,1.28,1.76,16.46,Debit
SL00018889,INV202507619,20250531,P000223,2,4.79,0,1.15,10.73,Debit
SL00018890,INV202507619,20250531,P000078,2,3.79,2.21,0,5.37,Debit
SL00018891,INV202507620,20250531,P000170,1,4.29,0,0,4.29,Credit
SL00018892,INV202507620,20250531,P000283,1,2.49,0.5,0,1.99,Credit
SL00018893,INV202507620,20250531,P000684,3,8.49,0,0,25.47,Credit
SL00018894,INV202507620,20250531,P000417,2,5.99,0,1.44,13.42,Credit
SL00018895,INV202507621,20250531,P000532,1,0.99,0,0,0.99,Debit
SL00018896,INV202507621,20250531,P000763,2,14.49,0,3.48,32.46,Debit
SL00018897,INV202507621,20250531,P000705,2,15.99,0,0,31.98,Debit
SL00018898,INV202507622,20250531,P000010,1,6.99,0,0,6.99,Debit
SL00018899,INV202507622,20250531,P000362,3,3.99,0,1.44,13.41,Debit
SL00018900,INV202507623,20250531,P000585,2,7.99,1.36,0,14.62,Debit
SL00018901,INV202507623,20250531,P000189,1,1.99,0,0,1.99,Debit
SL00018902,INV202507624,20250531,P000825,1,9.29,0,1.11,10.4,Credit
SL00018903,INV202507624,20250531,P000168,3,2.99,0,0,8.97,Credit
SL00018904,INV202507624,20250531,P000693,2,9.29,0,0,18.58,Credit
SL00018905,INV202507624,20250531,P000662,2,36.99,2.02,0,71.96,Credit
SL00018906,INV202507625,20250531,P000148,3,6.99,0,0,20.97,Debit
SL00018907,INV202507626,20250531,P000434,1,1.99,0,0.24,2.23,Debit
SL00018908,INV202507626,20250531,P000604,1,7.99,0,0.96,8.95,Debit
SL00018909,INV202507626,20250531,P000459,1,2.79,0,0,2.79,Debit
SL00018910,INV202507627,20250531,P000287,1,7.99,4.49,0.42,3.92,Cash
SL00018911,INV202507628,20250531,P000800,1,7.19,0,0.86,8.05,Credit
SL00018912,INV202507628,20250531,P000258,2,5.99,0,1.44,13.42,Credit
SL00018913,INV202507628,20250531,P000717,3,11.49,0,4.14,38.61,Credit
SL00018914,INV202507628,20250531,P000177,3,2.59,0,0,7.77,Credit
SL00018915,INV202507629,20250531,P000752,1,9.29,0,1.11,10.4,Debit
SL00018916,INV202507630,20250531,P000682,3,9.99,0,0,29.97,Debit
SL00018917,INV202507630,20250531,P000016,2,8.99,3.02,0,14.96,Debit
SL00018918,INV202507630,20250531,P000068,3,8.49,3.75,0,21.72,Debit
SL00018919,INV202507630,20250531,P000435,3,6.49,0,2.34,21.81,Debit
SL00018920,INV202507631,20250601,P000040,1,6.29,0,0,6.29,Cash
SL00018921,INV202507631,20250601,P000237,2,8.99,0,2.16,20.14,Cash
SL00018922,INV202507631,20250601,P000168,2,2.99,0,0,5.98,Cash
SL00018923,INV202507632,20250601,P000515,1,7.99,0,0,7.99,Cash
SL00018924,INV202507632,20250601,P000407,2,4.49,0,1.08,10.06,Cash
SL00018925,INV202507632,20250601,P000476,3,2.49,0,0,7.47,Cash
SL00018926,INV202507632,20250601,P000222,1,5.29,0,0.63,5.92,Cash
SL00018927,INV202507633,20250601,P000398,3,3.99,4.83,0.86,8,Debit
SL00018928,INV202507633,20250601,P000495,1,7.29,0,0,7.29,Debit
SL00018929,INV202507633,20250601,P000650,1,19.99,2.04,0,17.95,Debit
SL00018930,INV202507633,20250601,P000088,1,6.49,0,0,6.49,Debit
SL00018931,INV202507634,20250601,P000298,2,3.49,0,0.84,7.82,Cash
SL00018932,INV202507635,20250601,P000598,2,6.79,0,1.63,15.21,Credit
SL00018933,INV202507635,20250601,P000332,2,4.79,0,1.15,10.73,Credit
SL00018934,INV202507635,20250601,P000619,3,9.99,0,3.6,33.57,Credit
SL00018935,INV202507635,20250601,P000816,1,16.49,0,1.98,18.47,Credit
SL00018936,INV202507636,20250601,P000546,3,3.99,0,0,11.97,Credit
SL00018937,INV202507636,20250601,P000301,1,4.29,0,0.51,4.8,Credit
SL00018938,INV202507636,20250601,P000702,2,10.49,0,0,20.98,Credit
SL00018939,INV202507636,20250601,P000733,1,9.29,0,1.11,10.4,Credit
SL00018940,INV202507637,20250601,P000298,3,3.49,0,1.26,11.73,Debit
SL00018941,INV202507637,20250601,P000438,3,4.79,4.34,1.2,11.23,Debit
SL00018942,INV202507637,20250601,P000652,2,15.99,9.52,0,22.46,Debit
SL00018943,INV202507637,20250601,P000350,1,2.49,0,0.3,2.79,Debit
SL00018944,INV202507638,20250601,P000603,1,7.69,0,0.92,8.61,Debit
SL00018945,INV202507638,20250601,P000254,2,12.49,0,3,27.98,Debit
SL00018946,INV202507638,20250601,P000686,3,11.99,0,0,35.97,Debit
SL00018947,INV202507639,20250601,P000702,3,10.49,0,0,31.47,Debit
SL00018948,INV202507639,20250601,P000817,1,18.49,0,2.22,20.71,Debit
SL00018949,INV202507640,20250601,P000673,1,12.99,4.56,0,8.43,Debit
SL00018950,INV202507641,20250601,P000194,3,2.19,4.07,0,2.5,Credit
SL00018951,INV202507642,20250601,P000232,2,8.49,2.08,1.79,16.69,Credit
SL00018952,INV202507642,20250601,P000653,1,12.49,3.37,0,9.12,Credit
SL00018953,INV202507642,20250601,P000467,2,2.29,1.23,0,3.35,Credit
SL00018954,INV202507642,20250601,P000544,2,3.69,2.51,0,4.87,Credit
SL00018955,INV202507643,20250601,P000124,3,7.79,1.5,0,21.87,Debit
SL00018956,INV202507643,20250601,P000062,1,8.19,0,0,8.19,Debit
SL00018957,INV202507643,20250601,P000202,2,3.29,0,0,6.58,Debit
SL00018958,INV202507643,20250601,P000341,1,5.69,0,0.68,6.37,Debit
SL00018959,INV202507644,20250601,P000663,1,27.49,0,0,27.49,Debit
SL00018960,INV202507644,20250601,P000535,2,6.49,0,0,12.98,Debit
SL00018961,INV202507644,20250601,P000089,1,6.49,1.8,0,4.69,Debit
SL00018962,INV202507645,20250601,P000363,3,3.99,0,1.44,13.41,Cash
SL00018963,INV202507646,20250601,P000266,3,7.79,0,2.8,26.17,Credit
SL00018964,INV202507646,20250601,P000723,1,14.49,0,1.74,16.23,Credit
SL00018965,INV202507646,20250601,P000044,2,6.19,0,0,12.38,Credit
SL00018966,INV202507646,20250601,P000595,1,6.99,0,0.84,7.83,Credit
SL00018967,INV202507647,20250601,P000806,3,7.99,0,2.88,26.85,Debit
SL00018968,INV202507647,20250601,P000470,3,2.99,0,0,8.97,Debit
SL00018969,INV202507647,20250601,P000419,1,5.29,3.97,0.16,1.48,Debit
SL00018970,INV202507647,20250601,P000598,3,6.79,0,2.44,22.81,Debit
SL00018971,INV202507648,20250601,P000780,3,3.69,0,1.33,12.4,Credit
SL00018972,INV202507648,20250601,P000375,1,4.49,0,0.54,5.03,Credit
SL00018973,INV202507648,20250601,P000703,3,24.49,0,0,73.47,Credit
SL00018974,INV202507649,20250601,P000593,1,6.99,0,0.84,7.83,Debit
SL00018975,INV202507649,20250601,P000094,1,6.29,0,0,6.29,Debit
SL00018976,INV202507650,20250602,P000586,3,6.49,0,0,19.47,Debit
SL00018977,INV202507650,20250602,P000066,3,7.49,0,0,22.47,Debit
SL00018978,INV202507650,20250602,P000436,1,7.29,0,0.87,8.16,Debit
SL00018979,INV202507651,20250602,P000557,3,2.99,0,0,8.97,Credit
SL00018980,INV202507652,20250602,P000337,1,3.79,0,0.45,4.24,Debit
SL00018981,INV202507653,20250602,P000778,2,8.49,1.15,1.9,17.73,Debit
SL00018982,INV202507653,20250602,P000217,1,8.79,0,1.05,9.84,Debit
SL00018983,INV202507653,20250602,P000720,2,6.49,2.17,1.3,12.11,Debit
SL00018984,INV202507654,20250602,P000168,1,2.99,0,0,2.99,Debit
SL00018985,INV202507654,20250602,P000177,1,2.59,0,0,2.59,Debit
SL00018986,INV202507655,20250602,P000540,3,4.29,0,0,12.87,Credit
SL00018987,INV202507655,20250602,P000474,1,2.49,0,0,2.49,Credit
SL00018988,INV202507655,20250602,P000003,1,7.19,0,0,7.19,Credit
SL00018989,INV202507655,20250602,P000739,2,7.19,0,1.73,16.11,Credit
SL00018990,INV202507656,20250602,P000145,3,3.69,0,0,11.07,Debit
SL00018991,INV202507656,20250602,P000661,1,31.99,0,0,31.99,Debit
SL00018992,INV202507657,20250602,P000028,1,8.99,0,0,8.99,Credit
SL00018993,INV202507657,20250602,P000435,1,6.49,0,0.78,7.27,Credit
SL00018994,INV202507657,20250602,P000216,2,9.79,0,2.35,21.93,Credit
SL00018995,INV202507658,20250602,P000401,1,11.99,0,1.44,13.43,Cash
SL00018996,INV202507658,20250602,P000238,3,8.99,0,3.24,30.21,Cash
SL00018997,INV202507658,20250602,P000545,2,2.79,2.01,0,3.57,Cash
SL00018998,INV202507659,20250602,P000372,1,4.29,0,0.51,4.8,Credit
SL00018999,INV202507659,20250602,P000516,1,5.19,0.65,0,4.54,Credit
SL00019000,INV202507659,20250602,P000123,1,7.19,0,0,7.19,Credit
SL00019001,INV202507660,20250602,P000190,1,1.89,0.38,0,1.51,Debit
SL00019002,INV202507660,20250602,P000552,1,7.19,0,0,7.19,Debit
SL00019003,INV202507661,20250603,P000276,2,3.49,0,0.84,7.82,Debit
SL00019004,INV202507662,20250603,P000819,3,8.49,2.53,2.75,25.69,Debit
SL00019005,INV202507662,20250603,P000828,1,21.49,8.62,1.54,14.41,Debit
SL00019006,INV202507662,20250603,P000158,1,4.29,0,0,4.29,Debit
SL00019007,INV202507663,20250603,P000699,1,26.99,0,0,26.99,Debit
SL00019008,INV202507663,20250603,P000303,3,4.19,0,1.51,14.08,Debit
SL00019009,INV202507663,20250603,P000388,3,2.09,0,0.75,7.02,Debit
SL00019010,INV202507664,20250603,P000469,3,2.49,0,0,7.47,Debit
SL00019011,INV202507665,20250603,P000537,1,5.79,0,0,5.79,Cash
SL00019012,INV202507666,20250603,P000662,2,36.99,0,0,73.98,Debit
SL00019013,INV202507666,20250603,P000263,1,7.59,0,0.91,8.5,Debit
SL00019014,INV202507666,20250603,P000014,2,5.49,0,0,10.98,Debit
SL00019015,INV202507667,20250603,P000754,1,8.49,0,1.02,9.51,Debit
SL00019016,INV202507667,20250603,P000831,2,12.99,0,3.12,29.1,Debit
SL00019017,INV202507668,20250603,P000430,3,2.39,4.55,0.31,2.93,Debit
SL00019018,INV202507668,20250603,P000755,2,7.99,0,1.92,17.9,Debit
SL00019019,INV202507669,20250603,P000739,2,7.19,0,1.73,16.11,Credit
SL00019020,INV202507669,20250603,P000476,2,2.49,0,0,4.98,Credit
SL00019021,INV202507669,20250603,P000059,2,8.49,0,0,16.98,Credit
SL00019022,INV202507670,20250603,P000483,3,5.99,0,0,17.97,Cash
SL00019023,INV202507671,20250603,P000485,2,6.49,0,0,12.98,Credit
SL00019024,INV202507672,20250603,P000608,3,5.29,0,1.9,17.77,Credit
SL00019025,INV202507672,20250603,P000250,2,13.99,0,3.36,31.34,Credit
SL00019026,INV202507673,20250603,P000585,3,7.99,0,0,23.97,Credit
SL00019027,INV202507674,20250604,P000030,2,8.29,0,0,16.58,Credit
SL00019028,INV202507674,20250604,P000398,2,3.99,0,0.96,8.94,Credit
SL00019029,INV202507674,20250604,P000800,1,7.19,0,0.86,8.05,Credit
SL00019030,INV202507675,20250604,P000297,2,2.89,0,0.69,6.47,Debit
SL00019031,INV202507676,20250604,P000016,1,8.99,0,0,8.99,Credit
SL00019032,INV202507676,20250604,P000195,1,2.19,0,0,2.19,Credit
SL00019033,INV202507676,20250604,P000659,2,22.99,0,0,45.98,Credit
SL00019034,INV202507677,20250604,P000663,3,27.49,0,0,82.47,Credit
SL00019035,INV202507677,20250604,P000639,2,14.49,0,3.48,32.46,Credit
SL00019036,INV202507677,20250604,P000168,3,2.99,0,0,8.97,Credit
SL00019037,INV202507678,20250604,P000559,1,2.79,2.15,0,0.64,Credit
SL00019038,INV202507678,20250604,P000130,2,6.69,0,0,13.38,Credit
SL00019039,INV202507678,20250604,P000573,2,5.79,0,0,11.58,Credit
SL00019040,INV202507679,20250604,P000586,2,6.49,0,0,12.98,Credit
SL00019041,INV202507679,20250604,P000423,3,4.49,0,1.62,15.09,Credit
SL00019042,INV202507679,20250604,P000107,2,7.19,6.43,0,7.95,Credit
SL00019043,INV202507679,20250604,P000178,1,2.59,0,0,2.59,Credit
SL00019044,INV202507680,20250604,P000665,3,24.49,0,0,73.47,Credit
SL00019045,INV202507680,20250604,P000336,1,3.79,0,0.45,4.24,Credit
SL00019046,INV202507680,20250604,P000107,1,7.19,2.54,0,4.65,Credit
SL00019047,INV202507681,20250604,P000847,3,18.49,2.54,6.35,59.28,Credit
SL00019048,INV202507681,20250604,P000563,2,4.99,0,0,9.98,Credit
SL00019049,INV202507682,20250604,P000242,3,5.79,0,2.08,19.45,Debit
SL00019050,INV202507682,20250604,P000611,1,12.99,0,1.56,14.55,Debit
SL00019051,INV202507682,20250604,P000788,3,8.49,0,3.06,28.53,Debit
SL00019052,INV202507682,20250604,P000214,2,9.49,0,2.28,21.26,Debit
SL00019053,INV202507683,20250604,P000308,2,5.79,0,1.39,12.97,Credit
SL00019054,INV202507683,20250604,P000169,3,4.79,0,0,14.37,Credit
SL00019055,INV202507683,20250604,P000564,2,6.19,0.74,0,11.64,Credit
SL00019056,INV202507683,20250604,P000604,2,7.99,0,1.92,17.9,Credit
SL00019057,INV202507684,20250604,P000135,2,5.69,0,0,11.38,Debit
SL00019058,INV202507685,20250604,P000076,2,5.99,2.83,0,9.15,Credit
SL00019059,INV202507685,20250604,P000371,1,4.29,0,0.51,4.8,Credit
SL00019060,INV202507686,20250604,P000586,2,6.49,8.85,0,4.13,Debit
SL00019061,INV202507686,20250604,P000669,2,15.99,0,0,31.98,Debit
SL00019062,INV202507687,20250605,P000180,3,4.29,0,0,12.87,Debit
SL00019063,INV202507687,20250605,P000318,3,12.99,0,4.68,43.65,Debit
SL00019064,INV202507687,20250605,P000594,2,7.79,0,1.87,17.45,Debit
SL00019065,INV202507688,20250605,P000259,3,4.49,0,1.62,15.09,Debit
SL00019066,INV202507688,20250605,P000577,1,7.19,0,0,7.19,Debit
SL00019067,INV202507688,20250605,P000299,3,3.49,0,1.26,11.73,Debit
SL00019068,INV202507688,20250605,P000768,2,4.49,3.84,0.62,5.76,Debit
SL00019069,INV202507689,20250605,P000800,3,7.19,0,2.59,24.16,Debit
SL00019070,INV202507689,20250605,P000625,1,6.29,0,0.75,7.04,Debit
SL00019071,INV202507689,20250605,P000416,2,7.99,0,1.92,17.9,Debit
SL00019072,INV202507689,20250605,P000092,3,20.99,0,0,62.97,Debit
SL00019073,INV202507690,20250605,P000407,2,4.49,4.93,0.49,4.54,Cash
SL00019074,INV202507690,20250605,P000830,1,6.49,0,0.78,7.27,Cash
SL00019075,INV202507690,20250605,P000410,1,5.29,0,0.63,5.92,Cash
SL00019076,INV202507690,20250605,P000586,3,6.49,0,0,19.47,Cash
SL00019077,INV202507691,20250605,P000554,3,3.39,0,0,10.17,Debit
SL00019078,INV202507691,20250605,P000121,2,4.09,0,0,8.18,Debit
SL00019079,INV202507692,20250605,P000003,2,7.19,0,0,14.38,Debit
SL00019080,INV202507692,20250605,P000316,3,15.99,4.72,5.19,48.44,Debit
SL00019081,INV202507692,20250605,P000565,1,5.79,0,0,5.79,Debit
SL00019082,INV202507692,20250605,P000700,2,18.49,0,0,36.98,Debit
SL00019083,INV202507693,20250605,P000145,1,3.69,0,0,3.69,Credit
SL00019084,INV202507693,20250605,P000672,3,11.49,0,0,34.47,Credit
SL00019085,INV202507693,20250605,P000148,1,6.99,0,0,6.99,Credit
SL00019086,INV202507693,20250605,P000715,3,20.99,0,7.56,70.53,Credit
SL00019087,INV202507694,20250605,P000374,2,3.89,0,0.93,8.71,Credit
SL00019088,INV202507695,20250605,P000491,2,7.99,0,0,15.98,Credit
SL00019089,INV202507695,20250605,P000168,3,2.99,0,0,8.97,Credit
SL00019090,INV202507696,20250605,P000352,2,2.79,0,0.67,6.25,Debit
SL00019091,INV202507696,20250605,P000219,3,4.99,0,1.8,16.77,Debit
SL00019092,INV202507697,20250605,P000189,3,1.99,0,0,5.97,Credit
SL00019093,INV202507697,20250605,P000173,3,4.69,0,0,14.07,Credit
SL00019094,INV202507697,20250605,P000008,3,3.99,0,0,11.97,Credit
SL00019095,INV202507697,20250605,P000518,2,8.79,0,0,17.58,Credit
SL00019096,INV202507698,20250606,P000713,3,17.49,0,6.3,58.77,Debit
SL00019097,INV202507698,20250606,P000115,3,6.49,0,0,19.47,Debit
SL00019098,INV202507699,20250606,P000188,1,4.79,0,0,4.79,Credit
SL00019099,INV202507699,20250606,P000290,2,7.49,0,1.8,16.78,Credit
SL00019100,INV202507700,20250606,P000611,2,12.99,0,3.12,29.1,Cash
SL00019101,INV202507700,20250606,P000030,3,8.29,0,0,24.87,Cash
SL00019102,INV202507700,20250606,P000725,1,11.99,2.83,1.1,10.26,Cash
SL00019103,INV202507701,20250606,P000137,1,1.69,0.93,0,0.76,Credit
SL00019104,INV202507701,20250606,P000549,3,2.29,0,0,6.87,Credit
SL00019105,INV202507701,20250606,P000354,3,5.99,3.81,1.7,15.86,Credit
SL00019106,INV202507701,20250606,P000693,3,9.29,0,0,27.87,Credit
SL00019107,INV202507702,20250606,P000434,2,1.99,0,0.48,4.46,Debit
SL00019108,INV202507702,20250606,P000724,1,15.99,0,1.92,17.91,Debit
SL00019109,INV202507703,20250606,P000352,2,2.79,0,0.67,6.25,Debit
SL00019110,INV202507703,20250606,P000102,2,4.59,0,0,9.18,Debit
SL00019111,INV202507703,20250606,P000319,3,4.49,0,1.62,15.09,Debit
SL00019112,INV202507703,20250606,P000021,1,9.49,7.34,0,2.15,Debit
SL00019113,INV202507704,20250606,P000147,2,6.59,0,0,13.18,Debit
SL00019114,INV202507704,20250606,P000050,2,7.79,0,0,15.58,Debit
SL00019115,INV202507705,20250606,P000282,3,3.69,0,1.33,12.4,Debit
SL00019116,INV202507705,20250606,P000091,2,19.99,0,0,39.98,Debit
SL00019117,INV202507706,20250606,P000817,3,18.49,1.79,6.44,60.12,Credit
SL00019118,INV202507706,20250606,P000186,2,4.29,0,0,8.58,Credit
SL00019119,INV202507706,20250606,P000779,1,8.99,0,1.08,10.07,Credit
SL00019120,INV202507707,20250606,P000233,3,8.99,0,3.24,30.21,Credit
SL00019121,INV202507707,20250606,P000699,1,26.99,1.44,0,25.55,Credit
SL00019122,INV202507707,20250606,P000626,3,5.99,5.89,1.45,13.53,Credit
SL00019123,INV202507708,20250606,P000148,1,6.99,0,0,6.99,Credit
SL00019124,INV202507708,20250606,P000344,2,7.99,0,1.92,17.9,Credit
SL00019125,INV202507708,20250606,P000716,2,12.99,4.39,2.59,24.18,Credit
SL00019126,INV202507708,20250606,P000783,2,8.49,4.84,1.46,13.6,Credit
SL00019127,INV202507709,20250606,P000006,3,8.49,0,0,25.47,Credit
SL00019128,INV202507709,20250606,P000342,1,5.69,0,0.68,6.37,Credit
SL00019129,INV202507709,20250606,P000286,3,7.99,1.76,2.67,24.88,Credit
SL00019130,INV202507709,20250606,P000294,1,2.99,0,0.36,3.35,Credit
SL00019131,INV202507710,20250606,P000724,1,15.99,0,1.92,17.91,Credit
SL00019132,INV202507710,20250606,P000514,3,18.49,0,0,55.47,Credit
SL00019133,INV202507710,20250606,P000434,3,1.99,0,0.72,6.69,Credit
SL00019134,INV202507710,20250606,P000362,2,3.99,7.04,0.11,1.05,Credit
SL00019135,INV202507711,20250606,P000742,2,9.99,0,2.4,22.38,Credit
SL00019136,INV202507711,20250606,P000414,1,2.99,0,0.36,3.35,Credit
SL00019137,INV202507711,20250606,P000472,1,2.49,0,0,2.49,Credit
SL00019138,INV202507711,20250606,P000312,3,11.99,0,4.32,40.29,Credit
SL00019139,INV202507712,20250606,P000161,2,5.39,0,0,10.78,Credit
SL00019140,INV202507712,20250606,P000681,2,9.99,0,0,19.98,Credit
SL00019141,INV202507713,20250606,P000232,1,8.49,0,1.02,9.51,Debit
SL00019142,INV202507713,20250606,P000614,3,7.69,4.79,2.19,20.47,Debit
SL00019143,INV202507713,20250606,P000661,1,31.99,0,0,31.99,Debit
SL00019144,INV202507713,20250606,P000840,3,8.49,0,3.06,28.53,Debit
SL00019145,INV202507714,20250606,P000433,2,1.99,0,0.48,4.46,Debit
SL00019146,INV202507714,20250606,P000708,3,22.99,0,0,68.97,Debit
SL00019147,INV202507714,20250606,P000670,3,18.49,0,0,55.47,Debit
SL00019148,INV202507714,20250606,P000135,2,5.69,0,0,11.38,Debit
SL00019149,INV202507715,20250607,P000373,2,3.79,0,0.91,8.49,Debit
SL00019150,INV202507715,20250607,P000601,1,6.49,0,0.78,7.27,Debit
SL00019151,INV202507715,20250607,P000182,3,6.49,0,0,19.47,Debit
SL00019152,INV202507716,20250607,P000680,3,12.99,0,0,38.97,Debit
SL00019153,INV202507716,20250607,P000053,1,4.99,0,0,4.99,Debit
SL00019154,INV202507716,20250607,P000453,1,8.79,0.62,0,8.17,Debit
SL00019155,INV202507717,20250607,P000687,3,18.49,0,0,55.47,Debit
SL00019156,INV202507717,20250607,P000418,1,7.79,0,0.93,8.72,Debit
SL00019157,INV202507717,20250607,P000613,1,7.29,2.02,0.63,5.9,Debit
SL00019158,INV202507717,20250607,P000324,3,3.29,0,1.18,11.05,Debit
SL00019159,INV202507718,20250607,P000042,2,5.69,0,0,11.38,Debit
SL00019160,INV202507718,20250607,P000832,3,14.49,0,5.22,48.69,Debit
SL00019161,INV202507718,20250607,P000172,1,4.29,0,0,4.29,Debit
SL00019162,INV202507719,20250607,P000086,3,6.19,0,0,18.57,Credit
SL00019163,INV202507719,20250607,P000679,3,16.49,0,0,49.47,Credit
SL00019164,INV202507719,20250607,P000443,3,5.49,0,1.98,18.45,Credit
SL00019165,INV202507720,20250607,P000058,3,10.49,0,0,31.47,Credit
SL00019166,INV202507720,20250607,P000108,1,7.49,0,0,7.49,Credit
SL00019167,INV202507720,20250607,P000032,1,7.29,0,0,7.29,Credit
SL00019168,INV202507720,20250607,P000588,1,5.79,0,0,5.79,Credit
SL00019169,INV202507721,20250607,P000223,1,4.79,0,0.57,5.36,Debit
SL00019170,INV202507721,20250607,P000640,3,10.99,0,3.96,36.93,Debit
SL00019171,INV202507721,20250607,P000233,3,8.99,0,3.24,30.21,Debit
SL00019172,INV202507721,20250607,P000250,1,13.99,0,1.68,15.67,Debit
SL00019173,INV202507722,20250607,P000099,2,4.99,0,0,9.98,Credit
SL00019174,INV202507722,20250607,P000073,2,3.49,0,0,6.98,Credit
SL00019175,INV202507722,20250607,P000681,1,9.99,0,0,9.99,Credit
SL00019176,INV202507722,20250607,P000457,1,2.79,0,0,2.79,Credit
SL00019177,INV202507723,20250607,P000839,3,14.49,0,5.22,48.69,Debit
SL00019178,INV202507723,20250607,P000056,1,8.49,7.93,0,0.56,Debit
SL00019179,INV202507724,20250607,P000162,1,8.49,0,0,8.49,Credit
SL00019180,INV202507724,20250607,P000651,1,12.99,0,0,12.99,Credit
SL00019181,INV202507724,20250607,P000094,1,6.29,0,0,6.29,Credit
SL00019182,INV202507724,20250607,P000448,1,4.29,0,0.51,4.8,Credit
SL00019183,INV202507725,20250607,P000123,2,7.19,0,0,14.38,Debit
SL00019184,INV202507725,20250607,P000533,1,1.79,0,0,1.79,Debit
SL00019185,INV202507726,20250607,P000794,3,5.79,0,2.08,19.45,Debit
SL00019186,INV202507726,20250607,P000583,1,7.19,0,0,7.19,Debit
SL00019187,INV202507726,20250607,P000447,3,4.49,0,1.62,15.09,Debit
SL00019188,INV202507726,20250607,P000381,2,1.79,0,0.43,4.01,Debit
SL00019189,INV202507727,20250607,P000623,2,7.99,0,1.92,17.9,Cash
SL00019190,INV202507727,20250607,P000838,1,18.49,0,2.22,20.71,Cash
SL00019191,INV202507727,20250607,P000809,2,4.29,8.28,0.04,0.34,Cash
SL00019192,INV202507728,20250607,P000491,2,7.99,0,0,15.98,Credit
SL00019193,INV202507728,20250607,P000587,3,4.99,4.86,0,10.11,Credit
SL00019194,INV202507728,20250607,P000640,1,10.99,0,1.32,12.31,Credit
SL00019195,INV202507729,20250607,P000076,3,5.99,0,0,17.97,Debit
SL00019196,INV202507729,20250607,P000554,2,3.39,0,0,6.78,Debit
SL00019197,INV202507730,20250607,P000836,2,12.99,0,3.12,29.1,Credit
SL00019198,INV202507730,20250607,P000798,3,7.69,2.53,2.46,23,Credit
SL00019199,INV202507730,20250607,P000788,1,8.49,4.63,0.46,4.32,Credit
SL00019200,INV202507730,20250607,P000536,1,6.49,0,0,6.49,Credit
SL00019201,INV202507731,20250607,P000797,1,7.69,0,0.92,8.61,Debit
SL00019202,INV202507731,20250607,P000136,3,1.79,0,0,5.37,Debit
SL00019203,INV202507731,20250607,P000187,3,4.19,2.77,0,9.8,Debit
SL00019204,INV202507732,20250607,P000631,3,12.49,0,4.5,41.97,Cash
SL00019205,INV202507732,20250607,P000526,1,5.79,0,0,5.79,Cash
SL00019206,INV202507732,20250607,P000133,2,1.89,0,0,3.78,Cash
SL00019207,INV202507732,20250607,P000530,3,0.99,0,0,2.97,Cash
SL00019208,INV202507733,20250607,P000070,3,7.49,3.28,0,19.19,Debit
SL00019209,INV202507733,20250607,P000433,1,1.99,0.4,0,1.59,Debit
SL00019210,INV202507733,20250607,P000265,3,7.49,0,2.7,25.17,Debit
SL00019211,INV202507734,20250607,P000531,3,0.99,0.59,0,2.38,Credit
SL00019212,INV202507734,20250607,P000313,1,10.99,0,1.32,12.31,Credit
SL00019213,INV202507735,20250607,P000805,1,8.49,0,1.02,9.51,Debit
SL00019214,INV202507735,20250607,P000259,3,4.49,0,1.62,15.09,Debit
SL00019215,INV202507735,20250607,P000787,2,8.49,0,2.04,19.02,Debit
SL00019216,INV202507736,20250608,P000281,3,3.59,0,1.29,12.06,Debit
SL00019217,INV202507736,20250608,P000146,2,6.49,3.67,0,9.31,Debit
SL00019218,INV202507737,20250608,P000299,1,3.49,0,0.42,3.91,Debit
SL00019219,INV202507738,20250608,P000353,1,8.79,5.95,0.34,3.18,Debit
SL00019220,INV202507738,20250608,P000654,3,15.99,0,0,47.97,Debit
SL00019221,INV202507738,20250608,P000818,1,13.99,0,1.68,15.67,Debit
SL00019222,INV202507739,20250608,P000700,2,18.49,0,0,36.98,Debit
SL00019223,INV202507739,20250608,P000067,1,8.49,0,0,8.49,Debit
SL00019224,INV202507739,20250608,P000326,2,2.79,0,0.67,6.25,Debit
SL00019225,INV202507740,20250608,P000297,3,2.89,0,1.04,9.71,Debit
SL00019226,INV202507740,20250608,P000170,2,4.29,0,0,8.58,Debit
