PurchaseLineID,PurchaseOrderID,DateKey,SupplierID,ProductID,QuantityPurchased,UnitCost,TotalCost,PurchaseStatus
PL0001094,PO202400193,20241215,SUP005,P000356,21,5.49,115.29,Received
PL0001095,PO202400193,20241215,SUP005,P000347,26,2.49,64.74,Received
PL0001096,PO202400193,20241215,SUP005,P000354,28,3.99,111.72,Received
PL0001097,PO202400193,20241215,SUP005,P000343,21,3.89,81.69,Received
PL0001098,PO202400193,20241215,SUP005,P000360,23,5.99,137.77,Received
PL0001099,PO202400193,20241215,SUP005,P000272,24,2.29,54.96,Received
PL0001100,PO202500194,20250315,SUP023,P000087,21,4.29,90.09,Received
PL0001101,PO202500194,20250315,SUP023,P000091,25,13.49,337.25,Received
PL0001102,PO202500194,20250315,SUP023,P000123,29,4.99,144.71,Received
PL0001103,PO202500194,20250315,SUP023,P000107,22,4.99,109.78,Received
PL0001104,PO202500194,20250315,SUP023,P000092,28,14.29,400.12,Received
PL0001105,PO202500194,20250315,SUP023,P000117,21,3.59,75.39,Received
PL0001106,PO202500194,20250315,SUP023,P000099,22,3.39,74.58,Received
PL0001107,PO202400195,20240515,SUP004,P000236,23,5.99,137.77,Received
PL0001108,PO202400195,20240515,SUP004,P000264,23,5.49,126.27,Received
PL0001109,PO202400195,20240515,SUP004,P000220,23,3.29,75.67,Received
PL0001110,PO202400195,20240515,SUP004,P000244,21,4.29,90.09,Received
PL0001111,PO202400196,20241015,SUP001,P000012,22,5.49,120.78,Received
PL0001112,PO202400196,20241015,SUP001,P000042,24,3.99,95.76,Received
PL0001113,PO202400196,20241015,SUP001,P000003,21,5.19,108.99,Received
PL0001114,PO202400196,20241015,SUP001,P000014,25,3.99,99.75,Received
PL0001115,PO202400196,20241015,SUP001,P000606,22,5.79,127.38,Received
PL0001116,PO202400196,20241015,SUP001,P000049,22,4.19,92.18,Received
PL0001117,PO202500197,20250415,SUP009,P000652,21,10.99,230.79,Received
PL0001118,PO202500197,20250415,SUP009,P000688,23,13.49,310.27,Received
PL0001119,PO202500197,20250415,SUP009,P000646,21,11.99,251.79,Received
PL0001120,PO202500197,20250415,SUP009,P000702,23,7.29,167.67,Received
PL0001121,PO202500197,20250415,SUP009,P000687,24,12.99,311.76,Received
PL0001122,PO202500197,20250415,SUP009,P000696,27,6.99,188.73,Received
PL0001123,PO202500198,20250615,SUP014,P000136,23,1.19,27.37,Received
PL0001124,PO202500198,20250615,SUP014,P000134,24,0.89,21.36,Received
PL0001125,PO202500198,20250615,SUP014,P000161,22,3.79,83.38,Received
PL0001126,PO202500198,20250615,SUP014,P000203,23,3.29,75.67,Received
PL0001127,PO202500198,20250615,SUP014,P000152,21,4.29,90.09,Received
PL0001128,PO202500198,20250615,SUP014,P000133,23,1.29,29.67,Received
PL0001129,PO202500198,20250615,SUP014,P000185,28,2.49,69.72,Received
PL0001130,PO202500198,20250615,SUP014,P000199,28,2.99,83.72,Received
PL0001131,PO202400199,20241015,SUP011,P000805,22,5.99,131.78,Received
PL0001132,PO202400199,20241015,SUP011,P000822,23,9.99,229.77,Received
PL0001133,PO202400199,20241015,SUP011,P000816,25,11.49,287.25,Received
PL0001134,PO202400199,20241015,SUP011,P000772,23,2.99,68.77,Received
PL0001135,PO202400199,20241015,SUP011,P000798,23,5.29,121.67,Received
PL0001136,PO202500200,20250815,SUP009,P000700,21,12.99,272.79,Received
PL0001137,PO202500200,20250815,SUP009,P000689,22,11.99,263.78,Received
PL0001138,PO202500200,20250815,SUP009,P000657,22,22.99,505.78,Received
PL0001139,PO202500200,20250815,SUP009,P000646,25,11.99,299.75,Received
PL0001140,PO202500200,20250815,SUP009,P000690,23,10.99,252.77,Received
PL0001141,PO202500200,20250815,SUP009,P000659,24,15.99,383.76,Received
PL0001142,PO202400201,20240815,SUP011,P000835,29,9.49,275.21,Received
PL0001143,PO202400201,20240815,SUP011,P000784,26,4.99,129.74,Received
PL0001144,PO202400201,20240815,SUP011,P000820,25,3.99,99.75,Received
PL0001145,PO202400201,20240815,SUP011,P000794,22,3.99,87.78,Received
PL0001146,PO202400201,20240815,SUP011,P000831,33,8.99,296.67,Received
PL0001147,PO202400202,20240415,SUP007,P000468,27,1.49,40.23,Received
PL0001148,PO202400202,20240415,SUP007,P000544,28,2.49,69.72,Received
PL0001149,PO202400202,20240415,SUP007,P000553,23,4.99,114.77,Received
PL0001150,PO202400202,20240415,SUP007,P000520,23,2.29,52.67,Received
PL0001151,PO202400202,20240415,SUP007,P000486,21,4.49,94.29,Received
PL0001152,PO202500203,20250915,SUP011,P000834,25,8.49,212.25,Received
PL0001153,PO202500203,20250915,SUP011,P000792,23,7.49,172.27,Received
PL0001154,PO202500203,20250915,SUP011,P000817,26,12.99,337.74,Received
PL0001155,PO202500203,20250915,SUP011,P000815,22,9.99,219.78,Received
PL0001156,PO202500203,20250915,SUP011,P000797,22,5.29,116.38,Received
PL0001157,PO202500203,20250915,SUP011,P000814,25,2.99,74.75,Received
PL0001158,PO202500203,20250915,SUP011,P000819,23,5.99,137.77,Received
PL0001159,PO202500203,20250915,SUP011,P000811,23,8.99,206.77,Received
PL0001160,PO202400204,20240515,SUP008,P000625,22,4.29,94.38,Pending
PL0001161,PO202400204,20240515,SUP008,P000591,27,4.29,115.83,Pending
PL0001162,PO202400204,20240515,SUP008,P000611,21,8.99,188.79,Pending
PL0001163,PO202400204,20240515,SUP008,P000612,22,9.49,208.78,Pending
PL0001164,PO202400204,20240515,SUP008,P000632,28,7.99,223.72,Pending
PL0001165,PO202400204,20240515,SUP008,P000608,23,3.49,80.27,Pending
PL0001166,PO202400204,20240515,SUP008,P000594,28,5.29,148.12,Pending
PL0001167,PO202400204,20240515,SUP008,P000596,21,4.99,104.79,Pending
PL0001168,PO202500205,20250315,SUP009,P000662,23,25.99,597.77,Received
PL0001169,PO202500205,20250315,SUP009,P000670,21,12.99,272.79,Received
PL0001170,PO202500205,20250315,SUP009,P000708,22,15.99,351.78,Received
PL0001171,PO202500205,20250315,SUP009,P000673,24,8.99,215.76,Received
PL0001172,PO202500205,20250315,SUP009,P000664,21,13.99,293.79,Received
PL0001173,PO202500205,20250315,SUP009,P000677,23,11.99,275.77,Received
PL0001174,PO202500206,20250915,SUP011,P000794,24,3.99,95.76,Received
PL0001175,PO202500206,20250915,SUP011,P000826,25,8.49,212.25,Received
PL0001176,PO202500206,20250915,SUP011,P000791,23,8.99,206.77,Received
PL0001177,PO202500206,20250915,SUP011,P000802,23,5.49,126.27,Received
PL0001178,PO202500206,20250915,SUP011,P000841,23,6.49,149.27,Received
PL0001179,PO202500207,20250815,SUP002,P000075,23,3.49,80.27,Received
PL0001180,PO202500207,20250815,SUP002,P000081,22,2.99,65.78,Received
PL0001181,PO202500207,20250815,SUP002,P000088,21,4.49,94.29,Received
PL0001182,PO202500207,20250815,SUP002,P000097,29,2.99,86.71,Received
PL0001183,PO202500207,20250815,SUP002,P000093,25,3.99,99.75,Received
PL0001184,PO202500207,20250815,SUP002,P000085,21,4.79,100.59,Received
PL0001185,PO202500207,20250815,SUP002,P000071,26,2.49,64.74,Received
PL0001186,PO202400208,20240215,SUP004,P000236,23,5.99,137.77,Received
PL0001187,PO202400208,20240215,SUP004,P000238,24,6.49,155.76,Received
PL0001188,PO202400208,20240215,SUP004,P000261,24,5.69,136.56,Received
PL0001189,PO202400208,20240215,SUP004,P000251,23,8.49,195.27,Received
PL0001190,PO202400208,20240215,SUP004,P000233,23,6.29,144.67,Received
PL0001191,PO202400208,20240215,SUP004,P000226,22,3.99,87.78,Received
PL0001192,PO202400208,20240215,SUP004,P000224,24,3.99,95.76,Received
PL0001193,PO202400209,20240715,SUP013,P000039,23,4.39,100.97,Received
PL0001194,PO202400209,20240715,SUP013,P000052,21,5.69,119.49,Received
PL0001195,PO202400209,20240715,SUP013,P000006,23,5.99,137.77,Received
PL0001196,PO202400209,20240715,SUP013,P000066,22,5.29,116.38,Received
PL0001197,PO202400209,20240715,SUP013,P000055,23,5.19,119.37,Received
PL0001198,PO202400209,20240715,SUP013,P000056,24,5.99,143.76,Received
PL0001199,PO202400209,20240715,SUP013,P000050,22,5.49,120.78,Received
PL0001200,PO202500210,20251115,SUP030,P000510,22,5.99,131.78,Received
PL0001201,PO202500210,20251115,SUP030,P000503,22,3.99,87.78,Received
PL0001202,PO202500210,20251115,SUP030,P000575,25,3.49,87.25,Received
PL0001203,PO202500210,20251115,SUP030,P000479,23,1.79,41.17,Received
PL0001204,PO202400211,20241015,SUP008,P000619,24,6.99,167.76,Pending
PL0001205,PO202400211,20241015,SUP008,P000618,27,6.79,183.33,Pending
PL0001206,PO202400211,20241015,SUP008,P000638,23,4.49,103.27,Pending
PL0001207,PO202400211,20241015,SUP008,P000620,24,6.99,167.76,Pending
PL0001208,PO202500212,20250915,SUP013,P000039,23,4.39,100.97,Received
PL0001209,PO202500212,20250915,SUP013,P000031,23,4.99,114.77,Received
PL0001210,PO202500212,20250915,SUP013,P000032,22,5.19,114.18,Received
PL0001211,PO202500212,20250915,SUP013,P000040,25,4.39,109.75,Received
PL0001212,PO202500212,20250915,SUP013,P000068,22,5.99,131.78,Received
PL0001213,PO202500212,20250915,SUP013,P000033,24,5.19,124.56,Received
PL0001214,PO202500213,20250715,SUP012,P000009,22,3.49,76.78,Received
PL0001215,PO202500213,20250715,SUP012,P000061,23,5.99,137.77,Received
PL0001216,PO202500213,20250715,SUP012,P000069,22,5.99,131.78,Received
PL0001217,PO202500213,20250715,SUP012,P000029,25,6.29,157.25,Received
PL0001218,PO202500213,20250715,SUP012,P000057,22,6.99,153.78,Received
PL0001219,PO202500213,20250715,SUP012,P000010,25,4.99,124.75,Received
PL0001220,PO202500213,20250715,SUP012,P000028,26,6.49,168.74,Received
PL0001221,PO202500214,20250215,SUP008,P000613,21,4.99,104.79,Received
PL0001222,PO202500214,20250215,SUP008,P000624,23,5.49,126.27,Received
PL0001223,PO202500214,20250215,SUP008,P000591,23,4.29,98.67,Received
PL0001224,PO202500214,20250215,SUP008,P000597,22,5.49,120.78,Received
PL0001225,PO202500214,20250215,SUP008,P000616,23,5.29,121.67,Received
PL0001226,PO202500214,20250215,SUP008,P000629,25,7.49,187.25,Received
PL0001227,PO202500214,20250215,SUP008,P000633,26,3.99,103.74,Received
PL0001228,PO202500214,20250215,SUP008,P000620,22,6.99,153.78,Received
PL0001229,PO202400215,20241115,SUP004,P000241,24,3.99,95.76,Received
PL0001230,PO202400215,20241115,SUP004,P000246,21,4.39,92.19,Received
PL0001231,PO202400215,20241115,SUP004,P000216,23,6.79,156.17,Received
PL0001232,PO202400215,20241115,SUP004,P000223,24,3.29,78.96,Received
PL0001233,PO202400215,20241115,SUP004,P000253,21,8.99,188.79,Received
PL0001234,PO202400215,20241115,SUP004,P000263,22,5.29,116.38,Received
PL0001235,PO202400215,20241115,SUP004,P000267,24,4.29,102.96,Received
PL0001236,PO202400215,20241115,SUP004,P000238,21,6.49,136.29,Received
PL0001237,PO202500216,20250615,SUP011,P000809,23,2.99,68.77,Received
PL0001238,PO202500216,20250615,SUP011,P000807,22,5.49,120.78,Received
PL0001239,PO202500216,20250615,SUP011,P000816,21,11.49,241.29,Received
PL0001240,PO202500216,20250615,SUP011,P000804,24,6.99,167.76,Received
PL0001241,PO202500216,20250615,SUP011,P000805,22,5.99,131.78,Received
PL0001242,PO202400217,20241115,SUP003,P000639,23,9.99,229.77,Received
PL0001243,PO202400217,20241115,SUP003,P000636,24,3.99,95.76,Received
PL0001244,PO202400217,20241115,SUP003,P000148,26,4.89,127.14,Received
PL0001245,PO202400217,20241115,SUP003,P000635,23,4.99,114.77,Received
PL0001246,PO202400217,20241115,SUP003,P000626,21,3.99,83.79,Received
PL0001247,PO202500218,20250115,SUP008,P000615,22,5.49,120.78,Received
PL0001248,PO202500218,20250115,SUP008,P000602,23,4.99,114.77,Received
PL0001249,PO202500218,20250115,SUP008,P000620,21,6.99,146.79,Received
PL0001250,PO202500218,20250115,SUP008,P000592,27,4.49,121.23,Received
PL0001251,PO202500218,20250115,SUP008,P000594,23,5.29,121.67,Received
PL0001252,PO202500218,20250115,SUP008,P000638,22,4.49,98.78,Received
PL0001253,PO202500218,20250115,SUP008,P000614,23,5.29,121.67,Received
PL0001254,PO202500218,20250115,SUP008,P000625,22,4.29,94.38,Received
PL0001255,PO202400219,20240215,SUP012,P000064,22,7.49,164.78,Received
PL0001256,PO202400219,20240215,SUP012,P000062,24,5.79,138.96,Received
PL0001257,PO202400219,20240215,SUP012,P000018,26,6.99,181.74,Received
PL0001258,PO202400219,20240215,SUP012,P000057,23,6.99,160.77,Received
PL0001259,PO202400219,20240215,SUP012,P000059,22,5.99,131.78,Received
PL0001260,PO202400219,20240215,SUP012,P000016,25,6.49,162.25,Received
PL0001261,PO202400220,20240915,SUP002,P000080,25,2.99,74.75,Received
PL0001262,PO202400220,20240915,SUP002,P000076,26,3.99,103.74,Received
PL0001263,PO202400220,20240915,SUP002,P000113,22,4.59,100.98,Received
PL0001264,PO202400220,20240915,SUP002,P000119,26,3.49,90.74,Received
PL0001265,PO202400220,20240915,SUP002,P000111,22,3.19,70.18,Received
PL0001266,PO202500221,20250915,SUP009,P000702,23,7.29,167.67,Received
PL0001267,PO202500221,20250915,SUP009,P000683,25,7.29,182.25,Received
PL0001268,PO202500221,20250915,SUP009,P000643,23,7.49,172.27,Received
PL0001269,PO202500221,20250915,SUP009,P000697,26,21.99,571.74,Received
PL0001270,PO202500221,20250915,SUP009,P000645,25,8.49,212.25,Received
PL0001271,PO202500221,20250915,SUP009,P000650,22,13.99,307.78,Received
PL0001272,PO202500221,20250915,SUP009,P000701,26,7.49,194.74,Received
PL0001273,PO202500222,20250815,SUP009,P000645,21,8.49,178.29,Cancelled
PL0001274,PO202500222,20250815,SUP009,P000652,22,10.99,241.78,Cancelled
PL0001275,PO202500222,20250815,SUP009,P000697,23,21.99,505.77,Cancelled
PL0001276,PO202500222,20250815,SUP009,P000690,23,10.99,252.77,Cancelled
PL0001277,PO202500222,20250815,SUP009,P000686,26,8.49,220.74,Cancelled
PL0001278,PO202500223,20250215,SUP006,P000374,24,2.59,62.16,Received
PL0001279,PO202500223,20250215,SUP006,P000428,23,1.39,31.97,Received
PL0001280,PO202500223,20250215,SUP006,P000362,26,2.49,64.74,Received
PL0001281,PO202500223,20250215,SUP006,P000400,22,3.49,76.78,Received
PL0001282,PO202500223,20250215,SUP006,P000441,23,3.99,91.77,Received
PL0001283,PO202500223,20250215,SUP006,P000419,25,3.49,87.25,Received
PL0001284,PO202500223,20250215,SUP006,P000399,26,3.29,85.54,Received
PL0001285,PO202500224,20250815,SUP013,P000054,24,5.29,126.96,Pending
PL0001286,PO202500224,20250815,SUP013,P000033,23,5.19,119.37,Pending
PL0001287,PO202500224,20250815,SUP013,P000039,22,4.39,96.58,Pending
PL0001288,PO202500224,20250815,SUP013,P000038,24,4.29,102.96,Pending
PL0001289,PO202500224,20250815,SUP013,P000068,25,5.99,149.75,Pending
PL0001290,PO202500224,20250815,SUP013,P000037,27,4.29,115.83,Pending
PL0001291,PO202500225,20250115,SUP003,P000148,22,4.89,107.58,Received
PL0001292,PO202500225,20250115,SUP003,P000178,21,1.79,37.59,Received
PL0001293,PO202500225,20250115,SUP003,P000190,25,1.29,32.25,Received
PL0001294,PO202500225,20250115,SUP003,P000208,25,2.49,62.25,Received
PL0001295,PO202500225,20250115,SUP003,P000206,28,2.99,83.72,Received
PL0001296,PO202500225,20250115,SUP003,P000204,24,2.19,52.56,Received
PL0001297,PO202500225,20250115,SUP003,P000627,25,3.99,99.75,Received
PL0001298,PO202400226,20241115,SUP010,P000718,21,9.99,209.79,Received
PL0001299,PO202400226,20241115,SUP010,P000737,21,3.99,83.79,Received
PL0001300,PO202400226,20241115,SUP010,P000725,27,8.49,229.23,Received
PL0001301,PO202400226,20241115,SUP010,P000727,26,4.99,129.74,Received
PL0001302,PO202400226,20241115,SUP010,P000744,25,3.99,99.75,Received
PL0001303,PO202400226,20241115,SUP010,P000717,28,7.99,223.72,Received
PL0001304,PO202400226,20241115,SUP010,P000760,21,3.99,83.79,Received
PL0001305,PO202400226,20241115,SUP010,P000722,23,3.29,75.67,Received
PL0001306,PO202400227,20241115,SUP030,P000503,23,3.99,91.77,Received
PL0001307,PO202400227,20241115,SUP030,P000502,22,2.29,50.38,Received
PL0001308,PO202400227,20241115,SUP030,P000470,21,1.99,41.79,Received
PL0001309,PO202400227,20241115,SUP030,P000464,23,3.99,91.77,Received
PL0001310,PO202400227,20241115,SUP030,P000492,23,6.49,149.27,Received
PL0001311,PO202400227,20241115,SUP030,P000533,23,0.99,22.77,Received
PL0001312,PO202400227,20241115,SUP030,P000490,24,3.99,95.76,Received
PL0001313,PO202400227,20241115,SUP030,P000491,24,5.49,131.76,Received
PL0001314,PO202500228,20251115,SUP008,P000611,24,8.99,215.76,Received
PL0001315,PO202500228,20251115,SUP008,P000617,23,6.49,149.27,Received
PL0001316,PO202500228,20251115,SUP008,P000592,27,4.49,121.23,Received
PL0001317,PO202500228,20251115,SUP008,P000612,23,9.49,218.27,Received
PL0001318,PO202500228,20251115,SUP008,P000597,23,5.49,126.27,Received
PL0001319,PO202500228,20251115,SUP008,P000628,21,6.99,146.79,Received
PL0001320,PO202400229,20241015,SUP030,P000543,25,0.99,24.75,Received
PL0001321,PO202400229,20241015,SUP030,P000476,21,1.69,35.49,Received
PL0001322,PO202400229,20241015,SUP030,P000479,23,1.79,41.17,Received
PL0001323,PO202400229,20241015,SUP030,P000559,24,1.89,45.36,Received
PL0001324,PO202400229,20241015,SUP030,P000557,26,1.99,51.74,Received
PL0001325,PO202400229,20241015,SUP030,P000460,24,2.29,54.96,Received
PL0001326,PO202500230,20250515,SUP012,P000059,26,5.99,155.74,Pending
PL0001327,PO202500230,20250515,SUP012,P000026,28,5.69,159.32,Pending
PL0001328,PO202500230,20250515,SUP012,P000020,30,6.79,203.7,Pending
PL0001329,PO202500230,20250515,SUP012,P000017,31,6.49,201.19,Pending
PL0001330,PO202500230,20250515,SUP012,P000030,23,5.99,137.77,Pending
PL0001331,PO202500230,20250515,SUP012,P000019,23,5.99,137.77,Pending
PL0001332,PO202500230,20250515,SUP012,P000057,25,6.99,174.75,Pending
PL0001333,PO202400231,20240115,SUP016,P000332,33,3.29,108.57,Received
PL0001334,PO202400231,20240115,SUP016,P000326,22,1.79,39.38,Received
PL0001335,PO202400231,20240115,SUP016,P000331,22,3.49,76.78,Received
PL0001336,PO202400231,20240115,SUP016,P000345,23,5.49,126.27,Received
PL0001337,PO202400231,20240115,SUP016,P000324,22,2.19,48.18,Received
PL0001338,PO202400231,20240115,SUP016,P000278,28,2.29,64.12,Received
PL0001339,PO202400231,20240115,SUP016,P000323,21,2.19,45.99,Received
PL0001340,PO202400231,20240115,SUP016,P000333,22,3.29,72.38,Received
PL0001341,PO202400232,20240915,SUP009,P000662,21,25.99,545.79,Received
PL0001342,PO202400232,20240915,SUP009,P000678,21,13.49,283.29,Received
PL0001343,PO202400232,20240915,SUP009,P000673,23,8.99,206.77,Received
PL0001344,PO202400232,20240915,SUP009,P000710,22,19.99,439.78,Received
PL0001345,PO202400232,20240915,SUP009,P000661,22,21.99,483.78,Received
PL0001346,PO202400232,20240915,SUP009,P000667,23,29.99,689.77,Received
PL0001347,PO202400232,20240915,SUP009,P000679,23,11.49,264.27,Received
PL0001348,PO202500233,20250115,SUP014,P000139,23,5.29,121.67,Cancelled
PL0001349,PO202500233,20250115,SUP014,P000150,22,1.19,26.18,Cancelled
PL0001350,PO202500233,20250115,SUP014,P000199,28,2.99,83.72,Cancelled
PL0001351,PO202500233,20250115,SUP014,P000192,22,1.69,37.18,Cancelled
PL0001352,PO202500233,20250115,SUP014,P000191,24,1.69,40.56,Cancelled
PL0001353,PO202500233,20250115,SUP014,P000185,27,2.49,67.23,Cancelled
PL0001354,PO202500233,20250115,SUP014,P000162,22,5.99,131.78,Cancelled
PL0001355,PO202400234,20240815,SUP011,P000849,21,6.99,146.79,Received
PL0001356,PO202500235,20251015,SUP011,P000849,23,6.99,160.77,Received
PL0001357,PO202500236,20250615,SUP009,P000703,26,16.99,441.74,Received
PL0001358,PO202500236,20250615,SUP009,P000695,22,7.49,164.78,Received
PL0001359,PO202500236,20250615,SUP009,P000645,21,8.49,178.29,Received
PL0001360,PO202500236,20250615,SUP009,P000653,26,8.49,220.74,Received
PL0001361,PO202500236,20250615,SUP009,P000696,23,6.99,160.77,Received
PL0001362,PO202500236,20250615,SUP009,P000647,22,12.99,285.78,Received
PL0001363,PO202500236,20250615,SUP009,P000693,24,6.49,155.76,Received
PL0001364,PO202500237,20250915,SUP009,P000672,27,7.99,215.73,Cancelled
PL0001365,PO202500237,20250915,SUP009,P000668,25,24.99,624.75,Cancelled
PL0001366,PO202500237,20250915,SUP009,P000670,21,12.99,272.79,Cancelled
PL0001367,PO202500237,20250915,SUP009,P000665,23,16.99,390.77,Cancelled
PL0001368,PO202500237,20250915,SUP009,P000707,21,18.99,398.79,Cancelled
PL0001369,PO202500238,20250815,SUP009,P000699,27,18.99,512.73,Received
PL0001370,PO202500238,20250815,SUP009,P000698,21,22.99,482.79,Received
PL0001371,PO202500238,20250815,SUP009,P000648,27,20.99,566.73,Received
PL0001372,PO202500238,20250815,SUP009,P000659,24,15.99,383.76,Received
PL0001373,PO202500238,20250815,SUP009,P000701,22,7.49,164.78,Received
PL0001374,PO202400239,20241215,SUP008,P000612,31,9.49,294.19,Received
PL0001375,PO202400239,20241215,SUP008,P000616,29,5.29,153.41,Received
PL0001376,PO202400239,20241215,SUP008,P000592,28,4.49,125.72,Received
PL0001377,PO202400239,20241215,SUP008,P000628,23,6.99,160.77,Received
PL0001378,PO202400239,20241215,SUP008,P000624,26,5.49,142.74,Received
PL0001379,PO202400239,20241215,SUP008,P000630,21,3.49,73.29,Received
PL0001380,PO202400239,20241215,SUP008,P000608,24,3.49,83.76,Received
PL0001381,PO202400239,20241215,SUP008,P000622,23,4.79,110.17,Received
PL0001382,PO202500240,20250715,SUP029,P000424,21,3.49,73.29,Received
PL0001383,PO202500240,20250715,SUP029,P000406,21,3.49,73.29,Received
PL0001384,PO202500240,20250715,SUP029,P000430,23,1.49,34.27,Received
PL0001385,PO202500240,20250715,SUP029,P000377,30,2.99,89.7,Received
PL0001386,PO202500240,20250715,SUP029,P000385,27,1.09,29.43,Received
PL0001387,PO202500240,20250715,SUP029,P000393,22,2.49,54.78,Received
PL0001388,PO202500240,20250715,SUP029,P000445,22,1.99,43.78,Received
PL0001389,PO202500241,20250515,SUP013,P000051,22,5.69,125.18,Received
PL0001390,PO202500241,20250515,SUP013,P000038,28,4.29,120.12,Received
PL0001391,PO202500241,20250515,SUP013,P000039,21,4.39,92.19,Received
PL0001392,PO202500241,20250515,SUP013,P000052,22,5.69,125.18,Received
PL0001393,PO202500241,20250515,SUP013,P000032,21,5.19,108.99,Received
PL0001394,PO202500241,20250515,SUP013,P000031,24,4.99,119.76,Received
PL0001395,PO202500241,20250515,SUP013,P000033,23,5.19,119.37,Received
PL0001396,PO202500241,20250515,SUP013,P000005,22,4.99,109.78,Received
PL0001397,PO202400242,20240415,SUP003,P000181,21,5.49,115.29,Received
PL0001398,PO202400242,20240415,SUP003,P000635,26,4.99,129.74,Received
PL0001399,PO202400242,20240415,SUP003,P000202,24,2.29,54.96,Received
PL0001400,PO202400242,20240415,SUP003,P000173,22,3.29,72.38,Received
PL0001401,PO202400242,20240415,SUP003,P000165,24,0.99,23.76,Received
PL0001402,PO202400242,20240415,SUP003,P000167,22,3.49,76.78,Received
PL0001403,PO202400242,20240415,SUP003,P000145,27,2.49,67.23,Received
PL0001404,PO202500243,20251215,SUP011,P000849,24,6.99,167.76,Pending
PL0001405,PO202500244,20250115,SUP014,P000142,22,1.89,41.58,Received
PL0001406,PO202500244,20250115,SUP014,P000150,22,1.19,26.18,Received
PL0001407,PO202500244,20250115,SUP014,P000162,22,5.99,131.78,Received
PL0001408,PO202500244,20250115,SUP014,P000187,21,2.89,60.69,Received
PL0001409,PO202500244,20250115,SUP014,P000195,22,1.49,32.78,Received
PL0001410,PO202500244,20250115,SUP014,P000192,22,1.69,37.18,Received
PL0001411,PO202400245,20240815,SUP008,P000619,27,6.99,188.73,Received
PL0001412,PO202400245,20240815,SUP008,P000597,21,5.49,115.29,Received
PL0001413,PO202400245,20240815,SUP008,P000610,21,3.99,83.79,Received
PL0001414,PO202400245,20240815,SUP008,P000601,23,4.49,103.27,Received
PL0001415,PO202400245,20240815,SUP008,P000632,22,7.99,175.78,Received
PL0001416,PO202400245,20240815,SUP008,P000633,21,3.99,83.79,Received
PL0001417,PO202400245,20240815,SUP008,P000630,23,3.49,80.27,Received
PL0001418,PO202400245,20240815,SUP008,P000629,21,7.49,157.29,Received
PL0001419,PO202500246,20250615,SUP012,P000021,27,6.99,188.73,Received
PL0001420,PO202500246,20250615,SUP012,P000018,22,6.99,153.78,Received
PL0001421,PO202500246,20250615,SUP012,P000029,22,6.29,138.38,Received
PL0001422,PO202500246,20250615,SUP012,P000062,25,5.79,144.75,Received
PL0001423,PO202500246,20250615,SUP012,P000009,22,3.49,76.78,Received
PL0001424,PO202500246,20250615,SUP012,P000028,27,6.49,175.23,Received
PL0001425,PO202500246,20250615,SUP012,P000025,22,5.69,125.18,Received
PL0001426,PO202500246,20250615,SUP012,P000016,26,6.49,168.74,Received
PL0001427,PO202500247,20250715,SUP023,P000107,23,4.99,114.77,Pending
PL0001428,PO202500247,20250715,SUP023,P000117,25,3.59,89.75,Pending
PL0001429,PO202500247,20250715,SUP023,P000082,21,3.19,66.99,Pending
PL0001430,PO202500247,20250715,SUP023,P000099,28,3.39,94.92,Pending
PL0001431,PO202500247,20250715,SUP023,P000086,23,4.29,98.67,Pending
PL0001432,PO202500247,20250715,SUP023,P000104,24,3.49,83.76,Pending
PL0001433,PO202500247,20250715,SUP023,P000103,21,3.39,71.19,Pending
PL0001434,PO202500247,20250715,SUP023,P000091,21,13.49,283.29,Pending
PL0001435,PO202400248,20241215,SUP023,P000090,31,12.99,402.69,Received
PL0001436,PO202400248,20241215,SUP023,P000098,22,2.59,56.98,Received
PL0001437,PO202400248,20241215,SUP023,P000107,22,4.99,109.78,Received
PL0001438,PO202400248,20241215,SUP023,P000104,27,3.49,94.23,Received
PL0001439,PO202400248,20241215,SUP023,P000074,30,3.29,98.7,Received
PL0001440,PO202400249,20241115,SUP016,P000279,21,2.29,48.09,Received
PL0001441,PO202400249,20241115,SUP016,P000358,22,5.99,131.78,Received
PL0001442,PO202400249,20241115,SUP016,P000340,29,3.99,115.71,Received
PL0001443,PO202400249,20241115,SUP016,P000334,22,3.29,72.38,Received
PL0001444,PO202400249,20241115,SUP016,P000313,23,7.49,172.27,Received
PL0001445,PO202400249,20241115,SUP016,P000326,29,1.79,51.91,Received
PL0001446,PO202400249,20241115,SUP016,P000352,21,1.79,37.59,Received
PL0001447,PO202400250,20240815,SUP023,P000104,21,3.49,73.29,Received
PL0001448,PO202400250,20240815,SUP023,P000098,25,2.59,64.75,Received
PL0001449,PO202400250,20240815,SUP023,P000086,23,4.29,98.67,Received
PL0001450,PO202400250,20240815,SUP023,P000082,25,3.19,79.75,Received
PL0001451,PO202400250,20240815,SUP023,P000087,21,4.29,90.09,Received
PL0001452,PO202400250,20240815,SUP023,P000116,29,3.49,101.21,Received
PL0001453,PO202400251,20240415,SUP011,P000849,22,6.99,153.78,Received
PL0001454,PO202400252,20240315,SUP007,P000521,24,2.19,52.56,Received
PL0001455,PO202400252,20240315,SUP007,P000472,23,1.69,38.87,Received
PL0001456,PO202400252,20240315,SUP007,P000465,21,3.29,69.09,Received
PL0001457,PO202400252,20240315,SUP007,P000567,21,3.99,83.79,Received
